review,별점
"코미디 영화인데 감성이 올드함. 00년대 영화 같음. 베테랑 연기자의 연기 말고는 장점이 없음. 희극 영화지만 개그맨은 김준호 빼면 출연 안 시키는 게 나았을 듯.과장된 연기 때문에 영화보다 꽁트 같다는 느낌을 받음. 감독의 연기 지도 때문에 꽁트 같은 연기가 나왔다면 감독의 문제. 액션은 그냥저냥 나쁘지 않음. 대사, 캐릭터의 행동, 내용 전개가 좀 뻔하게 느껴짐. 영화의 기승전결의 짜임새가 딱 맞아떨어지지 않음. 그래서 아쉬움. 00년대 유행했던 양산형 조폭 코미디 영화들이랑 비슷한데 더 발전한 게 안 보임.",10
재밌다~~~난 개인적으로 웃음코드 맞고 재밌음~~ 스트레스 없는 영화 좋아요,10
신고,8
쓰레기영화 후회하지말기,1
스토리와 재미를 그저 화려한 노래로 포장한 영화..예전엔 큰 스토리없는 뮤비같은 영화도 영화관에서 보는거 좋아했는데 영화값이 오른 지금은 분위기와 노래만다 한 영화 보는거 좀 아까워요.영화 속 노래와 전종서 눈빛과 아이의 귀여움만 남는 아쉬움이 큰 영화였네요,6
배우들이 불쌍하다  ㅜㅜ,2
동물들을 사랑합시다.,10
휴전까지 있던 비참한 싸움 누구를 의한 전쟁인가,7
영화의 재미유무도 중요하겠지만 다들 고생하셨습니다 본인들 평가받을때는 관대하면서 상대에게는 냉정한사람들이 참 많네요....,9
긴 말 필요없는 박해일의 눈빛...,10
"울려고 하다가 도저히 이해가 안가고 공감이 안되서 눈물이 쏙 들어갔다... 내 뒤에 일본인 커플이 영화관 나오면서 하는 뜨문뜨문 하는 대화가 ""이해가 안돼...."", ""왜 갑자기..."" 일본인도 이해 못하는 신카이마코토 감성...",4
재미도있고 감동도있고스토리도 재밌고깜짝 등장인물까지!재밌게 잘봤습니다 ㅎㅎ,10
영화계 텃세랑 별개로 진짜 별로긴 함.. 중간에 두번정도 피식 했는데 그런 내가 싫었음 ㅠ 그래도 텃세는 부리지마세요 어이없어 출연진들 보니까 박성광 인생 잘 산듯 마지막까지 감탄 그거는,6
스토리 약간 꼴때리는거 있는데 재미는 있음! 카메오들 보는 재미도 있고 일단 그분(?)이 나오는것도 있고^^,9
웅남이 재밌네요~최고,10
재밌게 잘 봤어요~~^^,10
굿굿아주조아영신카이마코토짱,10
재미없어요~재미없어요~,1
누가 코미디를 폄훼하는가?,10
무너져가는 한국영화계의 최후의 목숨을 끊어버린 박성광의 일격,1
기대되염 보ㄱ러가고싶지만 갈수가없어염 고3이에염,10
진짜 이건 아니다. 팬들이 네이버 영화 랭킹을 말아먹네,1
주제넘는 자칭평론가 이씨의 구시대적인 급나누기가 어처구니도 없고 역겨울따름이다. 영화를 보니 거기서 놀던 애덜이 만든것들 중 웅남이보다  형편없는 영화도 꽤있었음을 새삼 느낀다.,6
0점은 못 주나 봅니다.진짜 최악 중 최악.감독은 아이가 어른을 때리눈 그런 장면들이 웃깁니까..?,1
신고,10
딸과함께  재미있게 봤어요 ^^,10
가볍게 볼만합니다~^,10
"휴.. 펑펑 울다 나왔네 ㅜ ㅠ , 그런데 잘생긴 남주 얼굴 많이 보고 싶었는데 왜이렇게 안보여줘욬ㅋㅋ 넘 잘생겨서 그리기 힘드셨나 봄 ㅋㅋ 마지막에도 실루엣만 나와서 아쉬워요. 캐디 되게 잘 뽑혔는데 시즌2도 없을거면서 더보고싶은 얼굴임 ㅋㅋ , 그리고 드라마 스물하나스물다섯이랑 오버랩되는 장면이 많아서 신기했음. 시기적으로 보면 아무래도 드라마에 영향을 받으셨을까? 암튼 한번 더 보고 싶은 영화임~~",10
신고,10
웅남이 보려고 오랜만에 극장나들이 영화보다 더 놀란건 영화예매가격...ㅎㄷㄷ 언제 이렇게 오른거지;;;,9
박성웅!!! 역시 짱임~~~영화 보기 전에 악평밖에 없어서 당황했는데 그정도는 절대 아닙니다.영화판이 쉬워 보이냐?이런 댓글은 비판이 아닌 비난 아닐까요?당황 스러운 장면이 없는 건 아니었지만.. (ex.오달수 등장) 스토리도 꽤 신박했어요.,8
생각없이 보고 웃기 좋았다,10
"영상미,ost,스토리까지 만족스러웠습니다",9
너무 재밌습니다인생 최고의 영화입니다꼭 극장가서 15000원 주고 보세요^_^,10
적당히 해야지 평가를 동정심으로 하고있네 솔직히 15000원주고 볼 영화냐 ㅋㅋㅋ,3
연기자분들 연기가 조금 어색했지만 웃음 포인트가 있어 좋았어요. 웃으면서 잘보았습니다.,6
고등학생 현장실습이 이정도일 줄이야...이런 일때문에 주52시간을 법으로 정해놨거늘 윤석열이 다시 예전으로 돌릴려고 하네...애들 피빨아먹는 국짐당은 사라져야 하는데 오히려 20대들이 빨고 있으니...아이러니하네..다음의 소희는 자신인데 모르네...,8
박성웅은 웅남이보다는 웅북이가 잘 어울린다고 생각하는 1인..,8
기대를 1도 안했지만 역시 기대를 안하고 본게 다행. 웃기지도 않고..하…그냥 딱 시간 때우기 영화? 그래도 감독의 도전정신에는 박수를.,4
??? 영화 괜찮게 뽑혔는데?? 굿굿,10
시바 ㅋㅋ 이걸 투자햇다는게 놀랍다,1
"박성웅,이이경님 때문에 많이 웃었습니다.초반엔 스토리가 살짝 지루했지만 점점 재밌어져서 실망할뻔 하다가 높은 평점 주었답니다.  박성광 감독  첫작품. 대박나세요~~~",8
기대안하고 봤는데 너무 웃기고 잼있었어요 오랜만에 돈이 안아까웠어요,10
"큰 틀의 록키시리즈를 잇는 계보인 크리드 시리즈에서 록키 발보아의 부재가 어떨까 궁금하기도 했습니다. 개연성에서의 아쉬움도 있지만 영상미만큼은 최고점을 주고 싶네요.그저 부담없이, 킬링 타임용으로 손색없는 영화였다고 생각합니다.",10
"유튜버 나올때마다 끔찍했고 특히 경찰이 욕설을 퍼부을땐 나가고 싶은거 참느라 힘들었다. 액션은 의외로 괜찮았지만 전체적인 연출, 각본, 개그 모두 실망스러웠던 부분... 그냥 평범하게 요즘 망하는 한국영화 중 하나였는데 인신공격은 아니지않나...",3
"개그맨이 아닌 감독으로서의 박성광 감독님의 영화는 어떤 스토리가 담겨 있었는지 개봉전부터 궁금하고 기대가 컸었는데 오늘 그디어 개봉과 동시에 관람했다.기대 이상의 스토리와 출연진들의 연기가 1시간 40여분을 몰입하게 만들어냈다. 박성광 감독님의 연출에 큰 박수와 찬사를 보내본다. 봄 내음 나는 요즘. 사랑하는 이들과 가족들과 꼭 시간내어 문화생활로 꼭 ""웅남이"" 영화 관람 강~~~~추 합니다",10
천만 가서 꼰대희 1억 기부 보고싶다 ^^,10
명예의 맛을 본 수감자의 악전고투,7
"아무 생각없이 보다가,모든 생각이 가슴으로 들어왔다.",10
진실은 흐릿해지고행적만 뒤엉킨 채 흔적으로 남는 삶의 혹독한 단면.어수룩하게 잘못 꿴 첫 단추의 쓰디쓴 결말.,10
개인적으로 극한직업보다 재밌었음,10
정말 재밌고 오랜만에 웃으며 힐링할수 있어서 넘 좋았습니다.요즘처럼 우울한 날엔 꼭 봐야할 영화웅남이 입니다,10
Kizz 이놈 원래 점수 짜게주는 상대편 영화 알바임,10
신고,10
너무 재미있게 봤습니다. 웃다가 울다가.. 박성웅님 팬인데 그분이 많이 나와서 좋았습니다^^,10
중간에 개그맨들이 나오는 거 넘나 킬링포인트~~~완전 조으다,10
"재미도,,,감동도,,, 없어요,,,,중간에 나가고싶은 영화는 진짜 처음이였어요",1
신고,10
하나의 영화는 관객들에게 다가와 서로 다른 비밀을 공유하는 지극히 개인적인 친구가 된다.  오늘 당신은 지금 본 영화와 어떤 비밀을 나눴나.,10
영화는 결코 만만하지 않다.  중간에 나가고 싶은 영화는 처음이었어요,1
평점이 왜 이렇게 낮아? 재미도 있고 교훈도 있고만..,10
이런 영화가 있어서 좋아요…,10
익숙하게 시작해서 익숙하게 끝난다.,6
"예상보다 웃겼고, 웅북이 액션씬에 놀랬고, 의외로 마지막에 감동까지! 캐릭터가 잘 맞물려서 더 코믹했음. 배우 캐스팅이 한 몫 한 듯  가볍게 보기 좋았습니다.",10
재밌어요 생각보다는 훨씬,10
"아주 큰 여운이 남는 영화, 보면 볼수록 새로운 것이 보이는 영화 두 배우의 연기력 덕분에 재밌게, 감동적이게 잘 봤습니다",10
박성웅 배우님 연기가 정말 멋져요…,10
이건 진짜 뭘까 왜만든걸꺼,1
엄마가 재밌게 보셨다니 그걸로 만족중간중간 웃음포인트는 있음내용 전개가 약간 미흡한 느낌이 들긴 함가볍게 보기엔 괜찮아요.,9
미라벨 성우가 연기 겁나 못했다는데 나는 괜찮았고 스토리도 자연스러웠으며 연출이 상당히 색달랐음 그리고 성우를 비판할께 아니라 한글번역이 너무 직설적이여서 부자연스러운거임 색감도 전체적으로 괜찮았고 할머니가 처음인상으론 나빠보였는데 가족을 위해서 한걸 깨달으니 감동스러웠음 브루노도 불운의 존재라는 걸 듣고 나쁜애인줄 알았지만 오히려 순수하고 착해서 반전에 재미있었음,10
영화를 좋아하는 사람이라면 재밌게 볼만한... 재밌게 잘 봤습니다,10
너무 오랜 시간 잊고 있었다. 스필버그가 영화사 통틀어 가장 먼저 언급돼야 할 사람이었단 것을,10
마지막 장면이  너무나도 가슴아프네요,10
"영화의, 영화에 의한, 영화를 위한, 거장의 위대한 걸작",10
노잼노잼ㅇㅇ노잼ㅇㅇ,2
카렌 길런 좋아해서 봤는데.. 당최 몰입이 안된다.. 내 취향의 영화는 아닌걸로..ㅋ,4
신고,10
성인이 봐도 너무 재밌어요. 주토피아 급이라고 생각합니다.,10
가볍게 웃을수 있는 코미디 영화 재미있게 봤어요.,10
비상선언이 편의점 와인이라면 플레인은 100만원 그 이상의 와인.,8
12세 관람가라는 게 좀 놀라웠다. 마블을 매우 좋아하는 일행과 봐서 더 재밌게 느껴졌음,7
"웃길 줄 알았는데 개그 코드가 안맞는건지 하나도 안웃기네요. 이렇게 웃기지 않은 개그 영화는 처음입니다. 마지막에 웅북(?)이도 살아 있던데 어떻게 살아 있는건지에 대한 설명도 없고, 구멍이 좀 많은 영화네요.",4
이런건 왜 만드는? 지루해 죽는줄,2
재밌게 봤어요! 다음 작품도 기대하겠습니다!,9
보고 논하자  펌하 하지 말고 제발,10
너의 이름은 아류작이라고 봐도 무방함. 내용이 너무 뻔함. 차라리 너의 이름은이 훨 나음.,1
스토리상 연기 ost 음악도 괜찮더라고여다시 돈 주고 본다해도  안 아까운 영화에요,10
재밋는데 거 평론가 평점 2점은 심하네,10
평론가 개 쓰레기 같은놈들 다 없애라 볼만하고 괜찮은 영화인데 평론가놈들 도대체 뭔기준으로 영화 평론하냐??,8
전종서 연기는 좋았어요,7
너무재밌게봤습니다  박성웅 배우 연기 진짜잘하네요 ㅋ,10
갓해서웨이 ㅜㅜ,8
여운이 진하게 남는  영화,10
"독특한 연출, 마치 asmr처럼 느껴지는 사운드, 긴박감까지 만족스럽다.",8
멍뭉이 보는 놈이 멍청이,1
인생 최고의 영화또 보고싶다,10
잼나게 보고 왔네요연기도 다들 잘하네요,10
최고입니다 정말 꼭보세요,10
신고,10
스토리는 아쉽다.하지만 음악이 너무나도 좋다.전종서의 연기 또한 항상 그래왔듯 훌륭했다.스토리만 보면 5~6점이지만 삽입음악때문에 8점!!,8
지금보고나옴.10년전 심형래 라스트갓파더를 보고나온 느낌   근데 재미가없는건아님,8
"감동받고 싶어서 노력? 했는데 감동 안 받음.. 나도 울고 싶었다.. 일본인이 아니라 그런 듯신카이 마코토 영화 다 봤는데 이게 젤 별로였음 . 너무 기대해서 그런가ㅜ 물론 영상미 ost 연출은 미쳤지만 , 그것에 비해서 내용이 그냥 어디선가 보던 거 같음ost도 그 전까지 영화에서는 많이 쓰였는데 끝날 때만 나와서 너무 아쉬웠음",8
"최고의 영화 , 꼭 보세요",10
기대 안하고 봤는데 정말 재밌게 잘 보고왔어요도입부 ost부터 소름 ㅎㅎ신카이 마코토 감독님 전 작품들도 한번 봐야겠어요후회 안하실테니 꼭 한번 보세요!,10
넘나 웃기고 재밌었어요.배우들 연기가 좋았어요,10
세상은 마음을 넓게 먹고 상상만 하면 이루어지는 세계이다.,7
신고,10
지금까지 많은 영화를 봐왔지만 평점이 이정도로 고평가 되는 영화는 처음입니다. 개봉 첫날 높게 나오다가 떨어지는게 일반적이라 치더라도 관람객9점대 영화? 평점을 낮춰야만 해서 글씁니다.,1
액션이 너무 재밌고 스릴있었음. 평점이 왜 낮은지 이해안감 ㅋ ^^ 제라드버틀러 워낙 믿고보는 배우지만 역시 장난아님 ♡,10
다필요없고 최민수 연기지리네요 차라리 최민수를 웅남이 시키지 그게더 매력있었을듯,10
흔한 소재를 좋은 플롯으로 풀어간다.,8
아쉬운 스토리지만 매력있는 캐릭터들의 향연.,6
완전 재미있었어요 !! 전 원해 후유증 없는데 이 영화는 생길꺼 같해요!! 다음 작품도 기대할게요!!,10
모든 이의 주장에 납득하게 됩니다. 그리고 그  끝에는 존엄이 있습니다.,9
"기대합니다. 평론가들이 뭐라하든 응원합니다. 돌싱에 나왔을때 너무보고싶더라구요, 기다린건 정말 모랫만이네요  이번주에 보러가려고요^^ 평론가들 왜그렇게 저급취급한건지 보면알겠지만, 기대이하는아닐듯합니다. 기대됩니다. 웅남이 화이팅!!",10
뻔한 소재를 OST의 매력으로 커버한다.,7
스릴러나 호러 영화를 좋아하는 분들에게 추천할만한 작품,8
"스토리는 그냥 그랬는데 그 외의 것들, 연기라던지 영상미라던지 음악 등은 다 기대 이상이였습니다 스토리 상관 없이 예쁘고 몽환적인 영화 원하시면 강력 추천합니다!!",10
울림이 있는 영화.많은생각을하게 만들고어른으로.부모로써 관심을기울이고 함께 어른들이 바꿔야할부분이 많구나 안타깝고 답답하고탁상공론. 넘을수없는벽처럼 영화보는내내가슴도아팠네요. 제목의 의미를 알게되니..참  슬프네요.,10
