review,별점
출발부터 매우 엉성하게 시작했으나 그것이 연출임에 안도하고 거기서부터 집중해서 볼 수 있었다. 크고 작은 반전들은 좋았지만 도대체 협상은 어디있는 거지?,7
오랜만에 보기 좋은 웰메이드 국산 영화.,10
기대한거에 80%쯤  입니다 초기작품들을 좋아하는 나로서는 20%의 아쉬움이  그래도 재밌게 봤어요 영상미는 역시  좋더군요 이왕이면 화질 좋은 곳에서 보시기를요~~,8
걸작은 수OO이 지나도 걸작,10
"와, 미친.ㅠㅠ 진짜.... 와.ㅠㅠ 둘리야, 5월에 만나자!",10
신고,10
문 장면 나올 때마다 울음..특히 많은 재해들을 겪은 일본인들에게는 더욱 감동이 될 수 밖에 없을 거 같아요,10
그냥 재미없음 이렇게 재미없을수가,1
주조연부터 카메오까지 볼거리가 확실히 많아요ㅎㅎ 잘보고 갑니다~,9
감독님 너무 급하게 내용을 한꺼번에 쑤셔넣으셨네용...,2
"영화의, 영화에 의한, 영화를 위한. 영화가 삶이었던 스필버그 만이 그려낼 수 있는 마스터피스!",10
뭐 그닦 정신없이 사나운 영화ㅡ,2
"카툰같기도, 뮤직비디오 같기도 한 영화. 영화는 아쉬웠지만 전종서를 보는 것은 좋았다.",6
우리나라에 과연 제대로 된 평론가가 있기는 한건가?,10
우리나나 영화감독들이 얼마나 디테일하게 작품을 뽑아내는지를 새삼  느끼게 한 작품,10
가족들과 함께 보러갔어요 요즘들어서 부모님과 함께 볼만한 영화 찾기가 힘들었는데 정말 아무생각없이 부모님이 너무 즐거워하신 영화네요,10
경험하지 않아도 추억하게 되는,9
대가리가 돌이라 죽은거,2
새해 첫 영화로 가벼운 마음으로 봤는데 연기력도 좋고 재밌었어요 여운도 많이 남는 영화네요~~,10
처음에는 보고 엥..? 여주 감정선 왜이래 했다가 생각해보니까 여러 복선들이 있었더라구요… 끝까지 봐야하만하는 명작입니다,10
너무 재미있어요 딱히 영화를 좋아하는 편은 아닌데 날씨의 아이랑 너의 이름은 이랑 비교도 안될만큼 너무 재미있어요 3번이고 5번이고 볼 수 있습니다! 이건 꼭 한번씩 봐야해요,10
전종서가 시네마다,10
평론가 평점으로 별 기대없이 봤는데 의외로 재미있게 봤어용 ~,10
평점이 너무들 낮아서 10점을 줍니다.. 이정도 영화면 23년아카데미상받은 애브리영화보다 점수를 더주고싶다. 영화를 연출하는데 죽은 남배우없이 만든다고 애쓴 감독에게 박수를 보낸다.,10
영화가 쓸때없이 폭력적이다에 너무 동감,1
중간에 반복되는 스토리?가 있어서 조금 지루하다고 느껴질 수 있으나 충분히 볼만한 작품이라고 생각해요 특히 ost가 큰 역할을 했다고 봄,8
신고,10
Ost는 좋음 초반 10분까진 재밌게 봄,1
통제할수없는것을편집으로 통제하는법을 깨닫기까지,10
친구들이랑 봤는데 정말 재밌는 영화인거 같아요 연기도 잘하시고 스토리도 좋은거 같아요,10
첫 상업영화라고 해서 응원하는 마음 반 걱정스러운 마음 반으로 봤는데 만족스럽게 잘 만들었네요^^ 점점 발전해갈 것 같은 영화의 첫 시작이라 용감한녀석들부터 응원했던 팬으로서도 뿌듯합니다 계속 챙겨볼테니 많은 영화 만들어주세요,10
신고,10
멀티버스로 세계관이 확장되서 그런지 앤트맨의 매력이 살지 못하는것 같다..,7
영웅님노래와함께  화려한무대  팬에대한 고마움  그진솔한맘을 다 전달받을수있어 웃기도하고 눈물도나고~~참 감동적인 영화였습니다^^,10
제친구도 오달수닮앗는대 팬이에요영화가 심장이 발캉발캉 뛰네요,10
가볍게 봤는데 재미있어요! 추천합니다?? 여러분 꼭 보세요~,10
영상미와 음악 즐기러만 가기에도 충분..! 무난했다,7
"기대이상!! 간만에 기깔나게 웃었네!! 많이 재밌었습니다!! 가족과 같이 보고 싶었지만, 혼자 봐도 재밌게 웃고 나왔습니당!!",10
잼있고 즐거웠습니다,10
큰 기대는 없었지만 유치하고 진부했다.,6
요즘 우울했는에 오랜만에 빵 터졌네요 너무 재밌게 봤어요??,10
스즈메의 문단속 보단 완성도 높음. 하지만 여전히 무언가 빠진 듯한 느낌이 드는 작품. 그렇지만 '사요나라' 한마디에 애니에서 처음으로 울림을 준 작품이었다.,9
난 이 영화에 불호가 이렇게 많다는 것에 대해 도무지 납득할 수가 없다...,10
대박나세요~~!!!,10
다시보아도재미있을정도로정말재미있어요,10
언제나 함께였음을.,8
퇴근길에 보고가는데 그냥 아무생각없이 보니 좋네요^^,9
감독들 단편영화 끼리 경쟁하고 올라와라 관객만 보지말고 집에서 TV보는 국민도 평가하니까. 수준높은 단편영화만도 못하다. 첨부터 영화 그랑부르 처럼 하란얘기가 아니다. 내용의 깊이는 할수있다.,2
그냥 너무 재밌어요 꼭 보시고휴유증 개지립니다..,10
아주아주 재미 만점...,10
신고,10
신고,10
믿고보는 주연에 조연들까지 화려해서출연진 구경만으로도 꿀잼이었습니다ㅋㅋ,10
액션은 좀 미약했으나 꽤 긴장감 있는 연출을 보여주었다,8
"두고 두고 꺼내 보고 싶은, 명작",10
돈주고는 절대 보지말 것!,2
최고의 영화 가장 좋아하는 영화,10
철학적 사유를 조금만 더 깊게 담았더라면.,8
정말 재밌는 영화,10
영화를 봤는데 꿈꾸고 온 기분이에요,10
금사빠 스즈메. 고양이 불쌍해....,8
스토리 쏘 꿀잼 ^^ 넘나리 재밌어요,10
"소타랑 스즈메의 관계가 조금 아쉽고,남주의 분량이 별로없다 ㅠ",10
예고편 떴을때부터 보고싶어서 나오자마자 남자친구랑 같이봤는데 생각보다 재밌어서 잘 봣습니다 ㅎㅎ,10
평점 조작 ㅈㄹ 났네 아주,1
"와,,, 평점 10점은 뭐임??? 돈주고 봤다면 입에서 욕 나왔을듯. 궁금하시면 한번 보세요.",1
신고,10
가벼운 영화는 가볍게 봅시다~ 이냥저냥 괜찮던데?,9
무한성의 연출이 너무좋았습니다,8
10시20분 웅남이평일이라서 극장에 영화보는 사람이 나하나뿐 그래도 보면 웃으면서 재미나봄,10
배급사가 메이저 cj 라서 그런가 알바도 급이 다르게투입됫네...,1
전개가 빠르고 영상미도이쁘고 감동에 재미있음!!!!기대안했는데 재미지게 보고옴,10
나만 볼 수 없지!^^                                          다들 봤으면 좋겠다,10
이게 무슨 내용입니까 .... 재밌다는 평이 많던데 ... 뒤엔 재밋겟지 재밋겟지 하다가 끝남 .... 진짜 ....개노잼 ...,1
알바 투입으로 평점조작 발악하면서 편견운운 노잼 잘 알겠습니다,1
런닝타임이 길다고 느껴질정도로 불필요한장면이많았고 개연성도 다소 떨어져요 초반엔좀 졸렸어요,5
식상하고 억지구성의 노잼인 영화,1
하...제발 너님도 보세요..평론가들이 정답을 줬는데 난 씹어서 당했다...,1
잼나게 잘봤어요배우둘 연기가 조았써요~~,10
시공을 넘나드는 재미김태리 류준열,8
생각보다 긴 러닝타임이지만 꺾이지 않는 영화사랑,7
위로를 전하기 위한 스토리의 진행방향을 가볍게 받아 들일 수 있도록 만든 스토리.하지만 무너진듯한 개연성와 내용 밋밋함을 그저 감동으로 덮으려는 마지막이 아쉬웠다.신카이 마코토감독의 이전의 영화들과 큰 차이 없게 느껴지는 아니 어쩌면 더 아쉬운 부분이 많은 영화.안 나왔어도 됬을지도?안 봐도 됬을지도? 후회한다.,5
봤던 애니메이션 영화중에 제일 감동적이었고 캐릭터들이 너무 귀여워서 끝날때까지 재밌게 봤어요 인생영화..,10
오늘 성웅이형 라스나온데요^^ 웅남이 보고나니 성웅이형 나오는게 갑자기 반가워짐ㅋㅋ,9
다들 개연성이 떨어진다하는데 나는 그런거 1도 못느꼈음 처음부터 계속 이어지던 복선들과 각 역들의 의미들을 생각하면서 보면 왜 이야기가 그렇게 흘러가는지 다 이해되었음 진짜 여운이 많이 남았고 슬프면서 재미있었던 영화였음.,10
생각보다 잘 어울리는 배우와 음악,7
신앙에 대해 다시한번 생각할 수 있었던 시간이었습니다,10
그들만의 리그가 아닙니다.평론가의 평점 테러 서식을 듣고  직접 봤는데재밌어서 즐겁게 보고 왔습니다.박성광 화이팅,10
너무 많은 추가적 설명이 필요한 영화가 아니였나 싶네요... 솔직히 대강 말하고자하는건 알겠었는데 해석찾아봐도 진짜 그냥 그런내용뿐이라 실망스럽네요. 전작들부터 캐릭터들의 서사를 너무 단편적으로만 보여주고 이미 목표를 정해놓고 달려가게만 하는것같아 클립으로 요약해서 보는 기분. 게임할때 스토리를 즐기기보단 레벨업 부스터 먹고 만렙을 향해 겅중겅중 뛰어넘는 것같다. 중간중간 추가설명을 필요로하는 요소들이나 중간중간 예쁜 그래픽들로 현혹시키는 풍경들이 오히려 집중도를 하락시켜서 장면들을 끊어 놓는 것 같음.,5
영상미 그냥 OO지림 3d ㄱ,10
신고,9
샤잠! 관객들의 분노...,4
엄마아빠랑 보고왔는데 어르신들이 더 좋아하는 영화인듯 근데 나처럼 부모님 데리고 온 사람들 많았는데 어르신들은 많이 웃던데 같이 보면 좋을듯,10
열심히는 만들었는데 배우들의 연기가 아까웠어요. 그래도 첫 장편영화치고 나쁘지는 않아요.,6
"첫 장면부터 신비로움으로 스타트!릴렉스 하며 보다가!앗앗 집중하다가!스릴 즐기다가,콧날 찡찡 감동으로 마무리.꼭 보세요~가족이랑 친구랑 연인끼리도요.",10
박성웅배우 고생많으셨습니다 ㅎㅎㅎ,10
"예고편 보고 기대했는데, 재밌게 잘 봤어요 ^^ 코로나 이후로 극장관람도 점점 더 활성화 되었으면 합니다 ㅎㅎ박성웅, 염혜란 배우님 화이팅입니다~",10
살면서 본 영화중 최악 탑3안에 들어감,1
하...성광아....,1
간만에 영화 보는데 정말 재밌게 봤습니다~ 가볍게 기분전환 하실 때 보시면 좋을 거 같네요!,10
와 진짜 초반부 영화 시작할때 와... 진짜 미친 연출 이영화는 최고다 연출 초반부 시작부터 밑밥이랑 결말까지 완벽,10
박성광 감독님 항상 화이팅 입니다,10
이번 스즈메의 문단속은 사람들의 호불호가 갈릴테지만 전 정말이지 재미있게 보았습니다. 중간중간 ost와 함께 나오는 장면과 문닫을때 진찌 온몸에서 전율이 돋는듯한 느낌으 들었습니다. 정말로 추천합니다,10
와 진짜 평소에 감독님 영화 되게 좋아하는데요 너무 보고싶어서 학교 끝나자마자 보러 갔습니다진짜 스토리도 너무 좋고 아무것도 모르고 영화보는 걸 선호해서 제목만 알고 갔는데 와...인트로부터 미쳤어요 진짜 시작부터 뭉클했는데 막바지부턴 진짜 눈물 쏙 뺐네요ㅠㅠ다이진 돌아와...그리고 소타는 잘생겼는데 의자로만 거의 나왔네 아무튼 정말 영화 보는 내내 소름돋았고 웃긴 장면도 많았습니다 콜라를 많이 마셨더니 끝나기 40분전부터 화장실이 너무 급했는데 진짜 꾹 참고 끝까지 보고 3주차 특전도 1빠로 받고 나왔습니다~정말 완벽한 영화에요 후유증 심할 듯 하네요...,10
많은 생각을 하게 만드는 영화,10
신고,3
젤 좋아하는 작간데 늑대아이 이후로 다 죽쑤는거 같음 다시 폼좀 올라왔움 좋겠다,4
오랜만에 엄마랑 데이트*^^* 영화관 팝콘은 왜 더 맛있는거죠...?ㅎ,9
이병헌 하정우 케미 너무 좋고..마지막 너무 슬프고.. 아 진짜 마지막에 보다가 울뻔했다구요 진짜 ㅠㅠㅠㅠ,10
원작을 따라가지는 못했다,6
한놈 몰아가는건 공산당 중국스러움.,4
웅남이영화잘만들었다솔이특별출연했다그냥그래요,9
너무좋아요재미있어요,8
전종서배우 좋아해서 기다리던 영화였는데 드디어 국내개봉..영화는 추천못하겠지만 전종서좋아해서 재밌게 봤음,5
너무좋아요재미있어요,8
그냥 가볍게 볼만한 영화,6
웅남이 나쁘지 않음! 여기빼고 나머지 영화들은 계속 좋은리뷰만 올라오네요? 기분탓인가....,8
진짜 내가본 완벽한 애니메이션중 하나. 영화보기 고민될때 슬램덩크 보시면 후회절대 안합니다. 표현력과 그림을 채우는 노래까지 완벽한 영화. 강력 추천합니다,10
너무좋아요재미있어요,7
재밌네 볼만함 복수혈전은 넘었다,10
재밌었는데 1보다 재밌음,10
저는 재밌게 봤어요 ㅋㅋ 요즘 같은때 진지하고 어두운 영화보다는 .. 그냥 실컷 웃고 나오는 이런 영화도 어쩌다 괜찮은 것 같아요 !! 연기는 박성웅 윤제문 짱이었습니다,10
생각없이 가볍게 보기 좋습니다. 부모님이 좋아하셨어요ㅋㅋㅋㅋ,10
"하나 하나 빠짐없이 너무 감동적이고 좋았음..송강호 유해진 류준열 완전 눈물 뚝뚝이고 그때의 상황, 캐릭터들의 감정선이 너무 잘 나타나는 듯..네이버가 평점 못 달게 해서 여기 남기고 갑니다..아직도 못보셨다면 꼭꼭 보세요..",10
어디 듣보잡 평론가 입에서 오르내리락 할만한 수준의 영화가 아니네요 생각보다 작품성이 있었고 재미있었습니다,10
"개소리, 헛소리, 개소리, 개연성 밥말아먹기, 렉서스광고, 개소리, 개연성 밥말아서 더 먹고 끝남.. 역시 중국놈들은 무식한데다 화려한 것만 좋아함.",1
전반부 액설런트. 중반 의아. 개연성 없는 결말. Cimarosa 오보에 코ㄴ체르토 피아노 버전이 이리 좋을 줄잉ㅑ. 미셸은 주식만 잘하는게 아니구만. 래리 윌리엄스 딸@@,8
"이건 영화 자체를 넘어섰다고 본다. 정권에 유기된 한국 사회를 빗대서 감독이 영화를 유기함으로서 ‘선장이 배를 버리면 다 죽는구나’ 같은 교훈을 선사한다. 투자를 받았던 딸라 이자를 주고 신장을 팔았던 간에 이렇게 큰 돈 들여서 영화를 찍었다는 것에는 본인 커리어와 다음 영화에 대한 불안감이 가득할텐데 영화 어디에도 그런 불안감이 안보인다는 것은 대통령 단임제인 우리 나라를 그대로 반영하는 통 큰 결심인 듯. 임성한 작가가 본인의 드라마로 왕꽃선녀님 오로라공주 압구정백야 결혼작사이혼작곡으로 이어진 작품 등을 통하 사이비종교에 빠진 공주가 나라를 말아먹고, 강남에서 밤새워 술마시던 인간이 남편 바꿔가던 누구를 만나 나라 망치는 상황을 예견하고 욕했다면 이제 그 사회 비판의 쓴소리를 박성광 감독, 아니 박성광 투사가 해나가고 있다. 전 국민이 이 영화를 봐야한다!!!",10
에휴...친구따라 갔다가 영화가 아닌 낭패를 보았다.,4
신고,10
개인적으로너의이름은>스즈메의 문단속>>날씨의아이  판타지적인 느낌이 훨씬 강했고 스토리 자체가 또렸해서 이해도 쉬웠음. 소름돋는 연출이 많이 있었고 ost는 이번에도 너무 잘 뽑았다ㅠㅠ아쉬운 점 없이 재미있었음!,9
배우들의 연기는 좋았으나 무엇을 말하려는지 뭘 보여주고싶은건지는 잘 모르겠음,4
한국 영화계는 맨날 똑같은 주인공들로 느와르 깡패 좀 그만 내고 이런 새로운 시도 좀 하자,10
영화 재밋어요~잔말이 없고 간결하고 깔끔하고 재밋고 창의적이네요~올만에 영화 잘봣네욤~^&^,10
지금 영화 티켓값이 무려 15000원이나 됩니다.... 티켓값 5000원 정도로만 낮춰도 이런 영화들 심심풀이로 많이들 볼겁니다.,1
간만에 영화관 가서 유쾌하게 웃으면서 봤습니다 ㅎㅎ 배우들 보는 재미와 웃기 딱 좋은 영화였어요,10
그림이랑 노래가 씹어먹음..,10
좋아요너무 재미 있게 잘 보았어요 ㅋㅋ,10
한달내내 예능에 나오더니 확실히 화제성은 좋네요! 미친듯이 웃기진 않지만 나름 재미요소는 여기저기 많네요,8
장만옥의 매력에 흠뻑 빠질 수 있는 작품...구성이 굉장히 짜임새 있고 다이내믹 하다...배우들의 연기또한 훌륭했고 자단이 형이 악역으로 열연한다. 그렇지만 자단이형은 역시 선의 편에 있을때가 더 어울리는 것 같다....임청하 역시 다소 남성적인 면이 여기서도 발휘되는 것 같다...이것이 동방불패로 이어졌으리라...암턴 지금에 와서 다시 봐도 명작이었다...여담으로 그 객잔에서 인육을 먹는 장면이 나오는데 짱꼴라들은 실제로 그러한 일이 비일비재 했던 족속들이다...,9
스토리랄게 없음. 그나마 OST와 연출이 색다르다는 거? 그거 하나는 특색있음.,5
이게 재밌다고..? 진심이니? 넷플 구독하면 환장 하겠네,2
너무 오랜만에 로그인하게 만드는 영화네요 감히 최고라 말하고 싶네요 2011 그 당시에 일본여행중 이었는데 그때 많이 생각이 납니다,10
기댈 넘 마니 했나 요우치다,3
"완벽하지 않은 인간들 사이에서, 나와 함께 해주는 이들에 대해 감사를. 그리고 단순한 인간관계와 아일랜드 내전이란 상황을 이토록 솜씨좋게 엮은 마틴 맥도나에게 극찬을. 역시 마틴 맥도나는 타고난 글쟁이.",10
재미져요 ㅋ 배우들 연기 굿,10
뇸뇸냠냠념념욤욤염염,10
이영화는 개그맨출신 감독을 다시보게 하는 영화다,10
그냥 웃기긴하지만  딱!!박성광 개그맛임,4
간만에 잘못한 영화 선택 ㅠㅠ,2
영화를 보았다면 이제 사실을 둘러보자 . ..,5
팝콘먹으면서 보기 딱임 ㅋㅋㅋ 가볍게 즐기면서 볼 수 있는 영화라서 누가봐도 재밋게 볼 수 있을듯 !! 추천합니당 ~~,10
ㅎㄷㄷ 정우성님... 대박^^ 코믹영화에 다들 얼마나 기대한거임?,8
펑키한 분위기와 끝내주는 사운드,10
지루하기도 했지만 나중에는 찡해요..,8
연기가 너무 인상 싶었어요,9
반복되는 장면이 꽤 있어 조금 지루하긴 헸지만 그래도 너무 재밌게봤습니다,9
볼만한 영화입니다. 괜찮아요,10
폭력성없이 가족들과도 함께 편히 볼수있는 영화같네요! 재미있게 잘봤습니다 ^^ 추천해요,10
권무십일홍 양정팔 이노무시키 최종빌런,2
오랫만에코믹영화너무잼있게봤네요,10
전참시보고 웅남이 본사람?? 박성광감독님 응원합니다 :-),10
얼빠 남미새 여주인공의 우당탕탕 민폐갑 모험기,7
신고,2
이것이 믿음이죠. 사랑을 진심으로 느끼는 하느님의 아들의 실사판이군요,10
불리 맥과이어 어둠의 댄서,10
"인스타에서 보고 왔어요:-) 오늘밤에 봅니다 두근두근두근 >,.<",10
"영화내내 프레임 가운데 그어진 수평선, 스토리만 있고 플롯이 없다",1
시간이 남아서 기대 없이 본 영화인데 생각보다 훨씬 기대 이상이였어요 배우들 연기도 연출도 다 너무 재밌게 봤습니다! 다들 꼭 한 번 보시길 추천합니다~^~^,10
올해 최고의영화임 최고,10
재미있게 봤습니다 . 노래가 너무 좋아요 영화 끝나고 휴유증이 왔습니다 또 보러 가야할듯 해요,10
노래 많이빠져서 좀 아쉬워요 하이라이트에항상 노래랑 같이 웅장하게퍼졌는데,8
킬링타임용..재밌다,10
별로에요.. 좋은 배우들 두고 이상한 내용의 영화..,2
정말 재밌습니다 강추 !!!!,10
ㅋㅋㅋ  재미있네 제직잔들 이름 나오고  제일 마지막 장면에 우리나라 삼성 CD 기기가 나오네 ㅋㅋ,10
여러분 낚이지 마세요ㅎㅎ,1
평론가의 비평이 제대로 홍보해준 웅남이ㅎㅎ 뻑X뉴스 보고 응원왔습니다! 낼 볼거에요^^,9
이런 데.. OO!! 김래원에 대한 의리로 꾹참고 끝까지 봤드아.. ㅂㄷ 넷플에 떠서 봐서 망정이지 극장에서 봤음.. 으윽 상상도 하기 시러!!!,6
넘 재밌었습니다!!!,10
오 박성광 출세했네 부럽,10
스포츠 애니에서 슬램덩크를 이길 애니가 나올까?,10
엄혜란배우님 더글로리 잘봤어요! 웅남이도 흥하세요~!,9
영화자체에 대본이있긴한건지...죄다억지 애드리브 에.. 짬뽕이다...,2
재밌게 보았습니다~!,8
진심 돈아깝다. 보다가 나옴;;,2
스토리랑  배우캐스팅과 잘 어울려서 영화가 더욱빛납니다 ?완성도두높구  넘 재미납니다~^,10
신카이 마카토님은 전설이다.우리나라에도 이런 애니메이션이 나왔으면 돟겠네요 ㅎ,9
영화판이 만만한거 맞았네,4
원현준 배우 연기 좋았어요법쩐에서 보고 반했다능~~무대인사 봤는데 스크린 보다는 실물이 훨씬 좋으시네요 다른 연기자분들도 좋았고요,10
생각보다 볼만한데????,10
기대 안하고 봤는데 좋았음 재밌다고 하기보단 정말 좋았다는 말이 맞는듯 친구랑 보는거 추천,10
"다니엘 레드와일러의 연기에 찬사를,",6
생각이많아지는영화 단순히스토리라인으로 평점테러할수없는영화 손예진의 연기는 단연최고다,10
이 바닥 이렇게 만만하지 않습니다,2
그냥 감독이 개그맨이라서 더 야박한 평점을 주는 느낌이랄까 사람들 참 각박해 감독이 누구다 이런거 생각안하고 봤는데 재밌었습니다 ㅎ 절대,10
워워~ 괜한곳에서 화풀이 하지맙시다~ㅎㅎㅎ,8
그냥 별로입니다~캐스팅 중 반갑지 않은 배우가 계서서 놀랐습니다.영화관이 아닌 집에서 보시기 좋을것 같아요,1
젊은 세대는 꼭 알아야할 역사.,10
다시봐도 잼있었슴.총성의 결말을 알수있었슴.,9
이 글어 싫어요가 100개를 초과한다면 평점조작을 스스로 인정하는 꼴입니다. 자 드가자,1
요즘 영화를 안본지 오래되서 뭐 볼까하다가 끌리는게 없어서 평소 좋아하던 조성웅 배우님이 연기하셔서 봤는데요 생각보다 재밌는데요? 다음 작품도 기대하겠습니다~!,10
역겹다 라는 말이 나오는 ㅜㅜ,4
....하....',2
가족끼리 오랜만에 재미있게 본 영화예요 요즘 영화가 볼 게 없었는데 너무 재미있게 봤어요 앞으로도 화이팅하세요 ~~~~,10
아이들에게 기적이 꼭 일어나면 좋겠다는 바람이 생긴다..진짜로..^&^,8
극을 촌스럽게 만드는 웃음 강박,5
연기는 내노라하는연기자분들이셔서 논할건없구요^^스토리는 있지만 크게 스토리가어쩌니 그런생각안하고 그냥 웃고즐기기용으로보심될듯합니다재밌었어요,10
Ost활용이 너무 아쉬워요..중간중간에 더 나왔으면 좋았을텐데 그래도 너무 재밌게 잘봤습니다 요즘 계속 생각나서 또보러가고 싶네요.,10
재미없어서 중간에 나왔습니다.,2
평점 알바들 아직도 기생하는구나,1
소문난 잔치에 먹을거 없더라....화려한 캐스팅에 진부한 스토리...상영전 기대가 컸지만 관람후엔 허망...,2
너무 감동적임 보면서 아역 연기 잘함,10
생각보다 재밌게 봤습니다,10
재밌어요 생각없이 보기 좋네요,10
재미있어요재미있어요,8
재미있어요재미있어요,9
재밌는데? 평론가는 사라져야됭,10
우어어어어!! 좋아요!,10
성웅이 형님 코미디에도 죽지 않는 연기 최고!,10
"댜녀올게 사각사각삭각둥둥두둗ㄹ두둥둥에서 난 이 영화에 빠질 수 밖에 없었음을,,,",10
평소 좋아하던 박성웅 배우님과 염혜란 배우님연기 잘봤습니다! 여자친구랑 같이 보는데 계속 웃었네요 제가 보자고 억지로 데리고왔는데 재밌게봐서 뿌듯하네요 ㅎ,10
친구랑 심심해서 봤는데 진짜 재밌어요~~,10
ㅎ 어이없이 시간잘감 개어이,8
애견가 아니면 보지마세요  공감제로~  재미도없고 감동도없고,2
"바다에 사는 동물이 아니라,집이, 사는 곳이 심해이며, 새끼를 낳는 포유류.고래.",10
서태웅 왤케 든든해 반해버려,10
불행으로 점철된 유년기에 대한 스필버그의 대답은 '영화'였어,9
모든 배우들이 열연하고 다 입체감있는 캐릭터였지만 박성웅 배우의 1인 2역 연기 너무 잘봤습니다. 그리고 순수한 캐릭터로 하여금 응원하게 되고 귀여운 포인트들이 많았어요. 극장 분위기도 다같이 빵빵터지면서 좋았어요. 저는 90분 내내 정말 재밌게 봤어요. 박성광 감독님의 상상력에 저도 같이 잘 놀아났어요. 흥했으면 좋겠어요 진심으로!!^.*,10
별거 아닌거 같은데 계속봄.. 기네스 바이럴,7
오랜만에 영화 봤는데 최근에 봤던 영화 중에 제일 재밌게 봤어요 ㅋㅋㅋㅋ코미디 영화라 마냥 재미만 있을 줄 알았는데 재미에 감동까지 있으니기대 이상이었네요 가족끼리 다같이 봤는데 생각외로 만족한 영화였어요 !!!!,10
재밌음 급나누기는 하지말자..,10
기대한 만큼 너무 재미있었습니다 가족들이랑 같이 보기 좋은 영화예요 더더 흥하세요~~^^,10
감독님 이바닥 만만하게 볼 자격있음,10
"이성민,하정우,강동원 대배우님들연기력 연출 모두 멋집니다.특히 이성민님 연기는 최고입니다.앞으로도 열심히 응원 하겠습니다.",10
진짜 너무 재밌어서 눈물날 것 같아요 ㅠㅠ,10
ㅋㅋㅋㅋ씹노잼 오지네,1
구독자 330명모을려고 목숨똥꼬쇼하는거 개빡치니까 저혈압이신분들만 보세요,4
개연성 없는 전개가 있긴 한데 그럼에도 작화와 영상미가 매우 좋아서 한번쯤은 볼만한 영화,8
큰 기대하지 않았는데 영화조니까 재미있어요,10
많이 웃다 나옵니다.  또 한 번 볼 생각입니다.,10
"과장된 캐릭터, 마치 연극같은 장면. 그럼에도 불구하고 허를찌르는 적나라함!",10
1년에 영화관에서 15편 이상 보는데하늘에 맹세코 영화 중간에 나온거 처음임알바 어쩌고의 영역이 아니라세상에 나와선 안됐을 영화어이가 없음,1
사다이진 크게 변해서 희생하면서 미미즈 막을때 눈물 터짐 ㅜㅜ,10
신고,10
진짜 2번이상 보고싶은 영화임. 완전 추천,10
평점 알바 많네요 영화가 아니라 제 3류,2
너무너무 감동적인  영화에찡합니다,8
도대체 왜 평점을 테러한건지 이해 안됨ㅋㅋ꿀잼 이었음 평론가는 일반적이지 못해서 인가 ^_^ 난 너무 재밌었고 배우분들은 뭐 말할것도 없고,10
올해 한국영화 망하는 해냐 ㅋㅋ,1
볼만했다.,8
이게 웃기다는 사람들은 평소에 ai들인지... 알바가 판을 치는구만 영화라고 말하기도 부끄러움 한국영화에 수치,1
으....끔찍하다...,1
정말 재밌게봤습니다 간만에대작,10
"영상미는 좋았으나, ost 가 아쉬웠습니다.",7
마지막에 소타 다시 같은 장소에서 만나는 장면에서 찡했음..ㅜㅜ,10
진짜 너무 재밌습미다 ㅜㅜ ㅠㅠㅠㅠ,10
스포는 못하겠는데 끝에  물속신에서 눈물흘렸습니다,10
브래드 피트 꽃미모에 황홀했고 삶과 죽음을 대하는 모습도 감동적이었으나… 마지막에 아버지 시신은 어쩌고 둘이서 손잡고 걸어간다냐… 거기서 몰입 확 깨짐..,6
작가가 천재인듯..표현력이 어마하네요,10
초반에 보면서 그냥 엄청 재밌는 판타지 내용인가 싶었는데 보면 볼 수록 끝부분에 너무 좋은 말들이 있어서 굉장히 만족스러웠던 영화,10
최고입니다 ~^^박성광 감독님 화이팅,10
뭔 영화인지도 모르겠다,1
뭔가 재밌는듯 하면서 재미없는 느낌?,5
안봐도 씹꿀잼인데 토요일날 보러가야지,10
배우가 몹시 아깝다. 연출이 굉장히 촌스럽고 뭔가 연결도 뚝뚝 끊기는 듯 부자연스럽고..  초등학생용 영화같은 느낌...  코믹인데 딱 한 씬  크게 웃었고 그외엔 피식 2번정도함.. 통신사 무료 티켓으로 봤으니 망정이지 이걸 돈주고 봤으면 아까웠을듯..,3
아름다운 풍광과 훌륭한 연기를 바탕으로 계속 생각나고 여운이 남게 만드는 인상적인 소설책을 본 느낌 너무 재밌게 잘봤어요,8
저게 정말 소울메이트인가? 싶을 정도로 뭔가 마음이 이해가 잘 안가지만 연기가 좋은거 같아요,6
혹시는 역시나~ 동네 잔치 재능 뽐내기가 아니잖아요...,2
나만 볼 수 없지??? ㅋㅋㅋ,10
신카이 마코토 믿고 본다,10
"적당히 신박한 내용이라 볼만은 함 사람은 누구나 천천히 죽어간다는 강한 공포감을 줘서 인상 깊었음... 영화에선 시간을 빠르게 돌렸을뿐 현실에서도 크게 다를게 없으니까 근데 영화가 살짝쿵 나사 빠진 느낌..?지루한건 아닌데 뜬금 허접한 cg종양, 칼슘녀, 유치하고 허무한 급전개 엔딩 그냥 전체적으로 수준 미달. 창의적인 스토리를 못 따라오는듯 분명 더 잘 살릴수 있었을거같은데",7
보고나면 OST를 찾게 되는 영화,7
미성년자는 무서우면 누구한테 도움을 청해야 하는가...일을 막을수 없는건가...,8
